DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindSpeed,Sunrise,Sunset
44,81,30,29.77,26.9,59,3.9,16,4,0,95,66,35,0.02,0,0,25,523,2019
53,78,49,29.74,26.85,62,6,13,0.9,0,89,66,31,0.03,0,0,24,524,2018
51,76,44,29.83,26.94,61,7.3,11,-1.2,0,90,62,29,0,0,0,23,525,2018
46,77,35,29.92,27.03,60,5.7,12,-0.3,0,91,63,20,0,0,0,16,526,2017
43,78,30,29.87,26.98,58,5.8,13,0.6,0,90,65,17,0,0,0,14,527,2016
47,74,42,29.83,26.93,58,11.3,9,-3.4,0,86,61,31,0,0,0,24,528,2015
37,66,37,29.97,27.06,51,13.5,1,-11.5,0,75,56,31,0,0,0,24,529,2013
35,66,34,30.16,27.21,51,4.9,1,-11.5,0,80,51,16,0,0,0,13,530,2012
34,74,25,30.12,27.19,53,5.8,9,-3.5,0,89,58,18,0,0,0,12,531,2011
35,79,22,30.08,27.16,56,5.4,14,1.5,0,95,62,16,0,0,0,12,532,2010
38,82,21,30,27.09,58,5.5,17,4.5,0,99,64,16,0,0,0,13,533,2009
36,86,18,29.85,26.98,59,5.9,21,8.5,0,103,68,15,0,0,0,12,534,2008
40,85,21,29.74,26.87,60,4.6,20,7.6,0,101,68,16,0,0,0,12,535,2007
48,84,30,29.77,26.91,62,4.6,19,6.6,0,93,74,23,0,0,0,18,536,2005
49,78,37,29.84,26.94,62,7.9,13,0.7,0,92,64,41,0.01,0,0,31,537,2004
52,76,46,29.86,26.97,61,6.7,11,-1.2,0,85,67,22,0.07,0,0,17,538,2003
38,73,32,29.9,26.99,54,6.7,8,-4.1,0,86,59,24,0,0,0,16,539,2001
41,70,36,29.81,26.9,55,6.2,5,-6.9,0,82,58,25,0,0,0,20,541,2000
49,75,44,29.85,26.95,59,11.4,10,-1.8,0,87,62,35,0.001,0,0,28,542,1959
43,80,27,29.87,26.98,59,11.9,15,3.4,0,94,65,30,0,0,0,22,543,1957
46,83,29,29.8,26.93,62,10.7,18,6.5,0,98,67,61,0.1,0,0,40,544,1956
44,84,26,29.78,26.9,61,10.4,19,7.7,0,102,66,47,0,0,0,38,545,1955
44,89,22,29.85,26.99,62,9.2,24,12.9,0,103,75,32,0,0,0,22,546,1953
43,89,21,29.85,26.98,63,11.5,24,13.1,0,106,72,41,0,0,0,32,547,1952
44,85,24,29.82,26.96,62,10.9,20,9.3,0,98,71,41,0,0,0,32,548,1950
40,71,36,30.06,27.14,55,6.5,6,-4.5,0,83,58,18,0,0,0,15,549,1949
36,72,28,29.99,27.08,53,6.2,7,-3.2,0,87,57,21,0,0,0,16,551,1947
37,71,32,29.93,27.02,53,6.6,6,-4,0,86,55,24,0,0,0,20,552,1946
40,72,33,29.92,27.01,54,6.5,7,-2.8,0,87,56,26,0,0,0,21,553,1944
40,74,30,29.85,26.95,55,5.1,9,-0.5,0,87,61,17,0,0,0,14,554,1942
39,77,29,29.75,26.86,56,5,12,2.8,0,92,61,16,0,0,0,13,555,1941
34,74,24,29.73,26.86,53,8.6,9,0,0,88,59,24,0,0,0,18,556,1939
34,68,31,29.98,27.06,51,6.3,3,-5.7,0,82,53,22,0,0,0,17,557,1938
33,74,23,29.94,27.03,53,5.9,9,0.6,0,90,58,23,0,0,0,20,558,1936
37,79,23,29.88,27,56,5.1,14,5.9,0,96,62,18,0,0,0,15,600,1934
37,79,23,29.88,27,56,5.6,14,6.2,0,96,62,17,0,0,0,14,601,1933
37,79,22,29.89,27.01,57,5.9,14,6.5,0,95,62,23,0,0,0,17,602,1931
41,82,26,29.97,27.08,59,7.4,17,9.8,0,93,70,25,0,0,0,18,603,1929
39,81,23,29.86,26.97,58,7.9,16,9.1,0,92,69,24,0,0,0,20,604,1928
43,83,26,29.72,26.86,59,7.7,18,11.5,0,93,73,24,0.001,0,0,18,605,1926
42,68,37,29.88,26.99,55,5.8,3,-3.2,0,80,56,23,0,0,0,17,606,1924
42,68,42,29.94,27.01,54,2.6,3,-2.9,0,83,52,15,0,0,0,10,607,1922
39,73,31,29.77,26.86,54,4.2,8,2.4,0,87,58,16,0,0,0,12,609,1921
38,74,29,29.71,26.83,54,8,9,3.8,0,86,61,21,0,0,0,17,610,1919
41,63,48,29.81,26.9,51,12.9,0,-6.9,2,70,55,29,0,0,0,23,611,1917
41,62,55,29.77,26.84,49,7.7,0,-7.5,3,74,49,43,0.001,0,0,33,612,1915
38,54,57,30.04,27.09,46,5.4,0,-15.2,11,63,44,24,0.001,0,0,20,613,1914
32,60,38,30.09,27.12,46,5.3,0,-8.8,5,74,45,18,0,0,0,14,614,1912
33,62,35,30.08,27.14,48,5.8,0,-6.5,3,77,47,23,0,0,0,17,615,1910
34,65,33,30.08,27.13,49,5.2,0,-3.1,0,80,50,15,0,0,0,12,616,1908
34,72,27,29.98,27.06,52,4.5,7,4.2,0,89,55,13,0,0,0,10,617,1906
34,75,25,29.98,27.07,53,5.8,10,7.6,0,91,58,18,0,0,0,16,619,1905
34,75,23,30.01,27.09,53,4.6,10,8,0,92,57,16,0,0,0,12,620,1903
36,76,23,29.91,27,55,4.9,11,9.3,0,93,59,14,0,0,0,12,621,1901
35,77,25,29.72,26.84,55,6,12,10.7,0,90,63,18,0,0,0,15,622,1859
36,64,40,29.65,26.75,49,4.6,0,-1.9,1,74,54,18,0.01,0,0,15,623,1857
48,57,77,29.76,26.83,52,4.3,0,-8.5,8,63,51,17,0.2,0,0,14,624,1855
44,58,65,29.88,26.94,50,3.5,0,-7.2,7,65,50,15,0.05,0,0,13,625,1854
47,57,75,30.01,27.06,51,4.8,0,-7.8,8,63,50,39,0.25,0,0,31,626,1852
42,58,59,30.12,27.15,49,3.7,0,-6.4,7,70,46,15,0,0,0,13,627,1850
40,62,47,30.04,27.08,50,3.9,0,-2,3,77,46,15,0,0,0,13,629,1848
39,68,37,29.95,27.01,53,4.8,3,4.4,0,86,50,18,0,0,0,15,630,1846
40,69,38,29.85,26.93,53,4.4,4,5.8,0,83,55,16,0,0,0,13,631,1844
39,70,34,29.79,26.88,53,4.8,5,7.1,0,86,54,18,0,0,0,14,632,1843
37,70,32,29.92,27.02,53,5.3,5,7.5,0,84,56,15,0,0,0,12,633,1841
38,71,33,29.99,27.06,53,5.4,6,8.9,0,85,56,16,0,0,0,14,634,1839
40,76,33,29.88,26.97,55,4.8,11,14.3,0,95,56,16,0,0,0,14,635,1837
38,73,30,29.84,26.95,54,4.9,8,11.7,0,85,61,17,0,0,0,14,637,1835
41,64,46,29.9,26.98,51,6.8,0,3.1,1,78,50,23,0,0,0,15,638,1833
39,64,41,29.93,27,50,2.8,0,3.5,1,80,47,12,0,0,0,10,639,1832
38,70,33,29.88,26.96,53,5,5,9.9,0,85,55,14,0,0,0,12,640,1830
39,66,35,29.88,26.98,53,5.3,1,6.3,0,77,55,21,0.001,0,0,17,641,1828
51,68,59,29.89,26.98,58,7.1,3,8.7,0,75,60,24,0.02,0,0,20,642,1826
43,69,49,29.82,26.9,54,11.1,4,10.1,0,81,56,36,0.03,0,0,29,643,1824
40,58,51,29.77,26.85,49,4.9,0,-0.5,7,68,48,22,0,0,0,12,645,1823
41,60,51,29.84,26.91,50,4.7,0,1.9,5,71,49,15,0,0,0,12,646,1821
43,62,51,29.92,26.98,52,3.6,0,4.3,3,77,47,14,0,0,0,12,647,1819
41,66,43,30.01,27.08,52,4.3,1,8.7,0,81,51,16,0,0,0,15,648,1817
41,65,43,30.11,27.19,53,5.3,0,8.1,0,76,53,15,0.001,0,0,12,649,1816
51,66,62,30.18,27.23,57,2.3,1,9.5,0,76,56,13,0,0,0,12,650,1814
42,73,40,30.04,27.11,55,5.7,8,16.9,0,90,56,21,0,0,0,17,652,1812
36,75,26,29.82,26.91,54,8.8,10,19.3,0,90,59,23,0,0,0,17,653,1810
34,62,38,30.12,27.19,47,9.3,0,6.7,3,73,51,44,0,0,0,31,654,1809
28,62,32,30.12,27.16,45,4.7,0,7.1,3,76,48,14,0,0,0,12,655,1807
35,64,37,30.11,27.16,48,3.8,0,9.5,1,79,48,12,0,0,0,9,656,1805
36,65,38,30.08,27.14,50,4.1,0,10.9,0,79,50,18,0,0,0,9,658,1804
34,66,35,30.07,27.13,49,4.4,1,12.3,0,81,50,15,0,0,0,12,659,1802
33,66,32,29.99,27.05,48,4.8,1,12.7,0,79,52,16,0,0,0,13,700,1800
41,64,49,29.86,26.93,52,6.5,0,11.1,1,75,52,23,0.19,0,0,20,701,1759
56,60,85,29.9,26.96,57,3.5,0,7.5,5,66,54,12,0.09,0,0,9,703,1757
52,56,95,29.86,26.93,53,7.6,0,3.9,9,58,53,22,0.42,0,0,17,704,1755
44,57,70,30.1,27.14,49,10.5,0,5.3,8,67,46,29,0.02,0,0,23,705,1754
42,55,67,30.14,27.16,48,3.8,0,3.7,10,66,43,12,0,0,0,9,706,1752
42,54,70,30.06,27.09,47,4.9,0,3.1,11,64,43,21,0,0,0,17,708,1751
35,51,57,30.14,27.15,44,2.7,0,0.6,14,65,37,12,0,0,0,9,709,1749
36,56,52,30.05,27.08,46,4.6,0,6,9,66,46,17,0,0,0,15,710,1748
36,59,49,29.9,26.95,47,8.1,0,9.4,6,70,47,33,0.01,0,0,26,711,1746
39,52,67,30.01,27.05,45,4.7,0,2.8,13,61,42,20,0.02,0,0,17,713,1745
35,50,62,30.1,27.11,42,3.5,0,1.2,15,62,38,12,0,0,0,9,714,1743
39,48,72,30.02,27.03,44,4.7,0,-0.4,17,53,42,14,0.06,0,0,12,715,1742
41,49,77,30.04,27.06,45,7.2,0,1,16,58,40,26,0.01,0,0,22,717,1740
40,45,79,30.04,27.04,43,8.5,0,-2.6,20,50,39,17,0.05,0,0,14,718,1739
46,56,70,29.93,26.96,50,7.5,0,8.9,9,64,48,15,0,0,0,13,719,1737
46,55,75,29.9,26.95,50,6.9,0,8.3,10,62,48,24,0.12,0,0,17,720,1736
40,47,75,29.78,26.82,44,5.2,0,0.7,18,50,43,14,0.001,0,0,12,722,1735
30,43,62,29.72,26.77,37,16.9,0,-2.9,22,51,35,38,0,0,0,31,723,1733
26,41,57,30.01,27.01,34,8.9,0,-4.4,24,51,31,24,0,0,0,18,724,1732
26,39,60,30.18,27.16,34,4,0,-6,26,49,29,15,0,0,0,13,726,1731
30,42,65,30.37,27.34,36,3.8,0,-2.6,23,52,32,18,0,0,0,15,727,1730
27,45,53,30.24,27.19,37,13.1,0,0.9,20,56,34,32,0,0,0,25,728,1728
28,49,46,29.9,26.91,40,12.5,0,5.3,16,59,38,30,0.01,0,0,23,730,1727
40,43,92,29.83,26.86,41,6.9,0,-0.3,22,50,36,23,0.34,0,0,20,731,1726
33,40,82,30.12,27.11,36,8.3,0,-2.8,25,47,32,24,0.01,0,0,21,732,1725
29,38,70,30.31,27.27,35,3.1,0,-4.4,27,47,29,13,0.01,0,0,8,733,1724
29,41,68,30.35,27.32,36,3.6,0,-1,24,50,32,15,0,0,0,13,735,1723
29,47,55,30.2,27.17,38,9.7,0,5.5,18,56,37,22,0,0,0,17,736,1722
27,49,46,29.9,26.92,40,10.7,0,7.9,16,64,34,25,0,0,0,21,737,1721
27,45,51,29.61,26.67,38,13.1,0,4.4,20,57,32,32,0.09,0,0.4,25,739,1720
24,37,65,30.08,27.09,31,14.8,0,-3.2,28,42,31,35,0.01,0.001,0.001,30,740,1719
32,40,76,30.15,27.11,36,7.1,0,0.2,25,47,32,21,0.04,0.001,0.4,16,741,1718
24,44,49,30.12,27.14,35,11.2,0,4.7,21,53,35,35,0.01,0,0,30,743,1717
32,38,81,30.11,27.09,35,9.3,0,-0.9,27,42,34,21,0.07,0,0.001,17,744,1716
24,35,69,30.45,27.4,31,8.2,0,-3.5,30,43,26,23,0,0,0,20,745,1716
20,33,66,30.51,27.42,27,5.7,0,-5,32,41,25,20,0,0,0,16,746,1715
22,33,72,30.32,27.24,27,3.1,0,-4.6,32,42,23,16,0,0,0,13,748,1714
24,34,72,30.01,26.96,29,1.1,0,-3.2,31,44,23,10,0,0,0,8,749,1714
30,39,80,29.7,26.7,33,3.3,0,2.2,26,46,31,17,0.31,0,0,13,750,1713
31,33,95,29.81,26.82,32,5.3,0,-3.4,32,36,30,16,0.67,0,2.2,14,751,1712
23,26,85,30.26,27.21,25,4,0,-10,39,32,20,13,0,2,0,10,752,1712
16,17,90,30.44,27.32,17,6.3,0,-18.6,48,23,11,16,0,2,0,14,754,1711
15,17,87,30.39,27.27,17,4.1,0,-18.2,48,23,10,15,0.001,2,0.001,12,755,1711
12,17,83,30.42,27.29,15,4.6,0,-17.8,48,20,14,12,0.02,2,0.6,9,756,1710
13,16,83,30.39,27.27,16,7,0,-18.5,49,19,12,15,0.001,3,0.1,13,757,1710
8,13,82,30.54,27.4,12,5,0,-21.1,52,16,10,14,0.001,3,0.001,12,758,1710
17,22,78,30.46,27.34,21,2.1,0,-11.8,43,30,14,17,0.001,2,0.001,13,759,1709
28,35,76,30.06,27.03,32,12.3,0,1.6,30,42,27,26,0.001,2,0,21,800,1709
33,40,80,30.09,27.08,37,7.1,0,6.9,25,45,35,31,0.13,0.001,0,22,801,1709
28,40,65,30.35,27.31,35,13.9,0,7.2,25,48,32,32,0,0,0,26,802,1709
30,45,57,30.22,27.21,38,11.6,0,12.5,20,51,39,26,0.001,0,0,21,803,1708
41,47,83,30.06,27.07,44,13.1,0,14.8,18,51,42,25,0.42,0,0,21,804,1708
42,49,78,30.07,27.08,46,9.5,0,17,16,54,44,18,0.001,0,0,15,805,1708
39,48,71,29.9,26.95,43,11.1,0,16.3,17,56,39,31,0.01,0,0,25,806,1708
35,43,71,29.61,26.65,40,9.7,0,11.5,22,50,35,39,0.18,0,0,31,807,1708
34,40,82,29.73,26.76,36,8.3,0,8.8,25,44,36,20,0.03,0,0,15,808,1708
33,38,81,29.93,26.93,36,11.9,0,7,27,41,35,32,0.07,0,0.001,24,809,1708
35,42,81,29.61,26.64,38,17.3,0,11.2,23,51,33,38,0.35,0,0.6,30,810,1709
27,36,76,29.83,26.85,32,16.2,0,5.4,29,41,30,36,0,0,0,28,810,1709
24,34,71,30.11,27.09,29,13.9,0,3.5,31,39,28,31,0,0,0,25,811,1709
25,26,87,30.17,27.12,28,4.5,0,-4.3,39,32,20,16,0.05,0,0.8,14,812,1709
22,26,77,30.18,27.11,26,11.6,0,-4.2,39,35,17,28,0.02,0.001,0.3,22,813,1710
34,39,82,29.97,26.94,37,14.6,0,8.9,26,43,35,26,0.04,0,0,21,813,1710
35,38,88,29.88,26.89,37,6.3,0,8,27,43,33,28,0.01,0,0,21,814,1710
30,33,90,29.99,26.97,32,5.4,0,3.1,32,40,26,20,0.04,0,0.2,16,814,1711
33,40,81,29.68,26.67,36,14.7,0,10.2,25,45,34,43,0.11,0.001,0.001,35,815,1711
29,36,80,29.55,26.59,33,5.2,0,6.3,29,39,32,20,0.12,0,0.001,15,815,1712
26,31,78,29.69,26.72,30,6.7,0,1.3,34,37,24,25,0.06,1,1.1,22,816,1712
24,26,86,29.75,26.75,27,6.9,0,-3.6,39,33,18,25,0.07,1,1.3,20,816,1713
19,23,84,30.18,27.14,22,3,0,-6.6,42,27,18,15,0,1,0,13,817,1714
10,16,79,30.68,27.55,14,7.6,0,-13.6,49,22,10,28,0,1,0,21,817,1714
6,13,76,30.47,27.29,11,8.2,0,-16.6,52,16,10,29,0,1,0,22,817,1715
12,16,84,30.14,27.03,15,4.5,0,-13.6,49,21,11,14,0,1,0.001,12,818,1716
14,17,80,30.19,27.1,17,5.8,0,-12.6,48,23,11,13,0,1,0.001,10,818,1716
16,23,77,30.4,27.32,21,2.9,0,-6.6,42,26,19,13,0,1,0.001,10,818,1717
13,17,76,30.67,27.54,17,6,0,-12.6,48,22,11,18,0,1,0.001,14,818,1718
3,11,73,30.64,27.46,9,5.1,0,-18.7,54,17,5,15,0,1,0,12,818,1719
4,12,73,30.47,27.31,10,4.2,0,-17.8,53,19,4,15,0,1,0.001,13,818,1720
16,24,75,30.24,27.14,21,3.4,0,-5.9,41,34,13,16,0,1,0,13,818,1721
24,32,77,29.93,26.9,28,1.4,0,2.1,33,38,25,15,0,1,0,12,818,1722
31,35,89,29.78,26.78,32,2,0,5,30,43,26,10,0.001,0.001,0,9,818,1723
34,38,92,29.75,26.77,36,3.2,0,7.9,27,43,33,12,0.04,0,0,9,818,1724
32,34,95,29.87,26.87,33,5.8,0,3.8,31,36,32,15,0,0,0,13,818,1725
28,33,88,30.06,27.03,30,3.1,0,2.7,32,40,25,17,0,0,0,12,818,1726
26,34,82,30.19,27.15,30,3.7,0,3.6,31,41,26,13,0,0,0,10,818,1727
23,28,84,30.39,27.32,26,2.9,0,-2.5,37,34,22,12,0,0,0,9,817,1728
20,28,71,30.49,27.4,25,7.9,0,-2.6,37,33,22,17,0,0,0,14,817,1729
22,32,71,30.37,27.27,28,9.2,0,1.3,33,39,24,20,0,0,0,16,817,1731
26,37,69,29.98,26.96,32,11.4,0,6.2,28,43,30,35,0.01,0,0.001,28,816,1732
27,31,80,30.03,27.01,31,6.4,0,0.1,34,40,22,21,0.15,1,1.6,18,816,1733
30,33,91,30.03,27.01,32,3.7,0,2,32,36,30,13,0.03,2,0.5,9,815,1734
30,34,88,30.09,27.06,32,5.8,0,2.9,31,38,29,18,0.03,0.001,0.1,15,815,1735
30,35,80,30.11,27.07,34,8.4,0,3.7,30,45,25,31,0.02,0,0,23,814,1737
35,41,81,30.08,27.08,38,6.7,0,9.6,24,47,34,26,0.07,0,0,22,814,1738
33,41,74,29.96,26.95,37,15.3,0,9.5,24,46,36,39,0.13,0,0,28,813,1739
28,40,64,30.23,27.24,34,6.9,0,8.4,25,45,34,23,0.001,0,0.001,18,812,1740
26,42,56,30.32,27.27,34,10.5,0,10.2,23,47,37,23,0,0,0,18,812,1742
28,42,59,30.08,27.06,36,13.8,0,10.1,23,47,37,33,0.001,0,0,28,811,1743
36,44,77,29.88,26.9,39,10.4,0,12,21,50,37,28,0.01,0,0,23,810,1744
31,38,78,30.07,27.07,35,5.3,0,5.8,27,45,30,20,0,0,0,16,809,1746
26,36,70,30.33,27.29,31,3.7,0,3.7,29,45,27,13,0,0,0,10,808,1747
26,37,71,30.51,27.45,31,4.4,0,4.6,28,44,29,17,0,0,0,14,808,1748
26,35,73,30.53,27.45,31,5.5,0,2.4,30,44,26,18,0,0,0,14,807,1750
29,37,81,30.25,27.19,32,5,0,4.3,28,46,27,18,0.17,0,0.001,15,806,1751
30,36,81,29.93,26.93,33,5.5,0,2.9,29,41,31,22,0.001,0,0.001,16,804,1754
27,30,96,29.99,26.95,28,2.8,0,-3.2,35,34,25,15,0.001,0,0.001,9,803,1755
21,30,72,30.08,27.04,26,8.1,0,-3.4,35,38,21,29,0,0,0,24,802,1756
20,30,69,30.23,27.18,26,3.8,0,-3.6,35,38,22,13,0,0,0,10,801,1758
20,31,63,30.36,27.29,27,10.5,0,-2.8,34,39,23,22,0.001,0,0.001,17,759,1759
29,34,85,30.45,27.39,32,5.8,0,0.1,31,39,29,18,0.07,1,0.7,16,758,1800
32,38,86,30.54,27.47,34,6,0,3.9,27,47,29,23,0.001,0,0.001,20,757,1802
30,38,75,30.47,27.42,34,7.2,0,3.7,27,46,30,22,0,0,0,18,756,1803
31,37,81,30.64,27.57,34,2.5,0,2.4,28,48,26,14,0,0,0,12,755,1804
31,38,79,30.71,27.63,34,7.3,0,3.2,27,45,31,21,0,0,0,16,753,1806
28,36,79,30.59,27.5,31,4,0,1,29,45,27,15,0,0,0,13,752,1807
29,35,88,30.49,27.42,31,2.5,0,-0.2,30,43,26,15,0,0,0,12,751,1809
31,38,78,30.41,27.34,34,3.5,0,2.6,27,47,28,12,0,0,0,9,749,1810
31,40,74,30.31,27.27,35,1.5,0,4.3,25,49,30,13,0,0,0,9,748,1811
30,41,69,30.29,27.26,36,5.1,0,5.1,24,51,30,18,0.001,0,0,15,747,1813
40,44,88,30.25,27.23,42,2.7,0,7.8,21,48,39,16,0.27,0,0,12,745,1814
42,51,74,30.17,27.17,46,5,0,14.6,14,60,42,17,0,0,0,14,744,1815
37,51,62,30.04,27.05,44,6.9,0,14.3,14,61,41,17,0,0,0,14,742,1817
33,50,53,29.61,26.64,43,13.9,0,13,15,58,41,32,0,0,0,26,741,1818
32,49,58,29.61,26.69,41,9,0,11.7,16,56,41,41,0.13,0,0,31,739,1819
31,49,59,29.96,26.98,39,10.7,0,11.5,16,58,40,47,0.02,0,0,32,738,1821
25,42,56,30.32,27.29,34,4.4,0,4.2,23,48,35,15,0,0,0,13,736,1822
25,43,51,30.28,27.24,35,7.8,0,4.9,22,52,33,20,0,0,0,16,735,1823
25,40,58,30.27,27.24,34,10,0,1.6,25,49,30,31,0,0,0,24,733,1825
20,37,52,30.35,27.3,31,9.2,0,-1.7,28,50,24,29,0,0,0,23,732,1826
22,42,48,30.3,27.27,33,4.1,0,3,23,54,30,15,0,0,0,13,730,1827
26,43,55,30.32,27.29,36,3.5,0,3.7,22,56,30,15,0,0,0,13,728,1828
31,49,53,30.14,27.13,40,8.9,0,9.4,16,65,32,25,0,0,0,20,727,1830
37,49,69,30.07,27.09,42,6.3,0,9.1,16,56,41,31,0.18,0,0,23,725,1831
35,49,63,30.1,27.11,42,9.8,0,8.8,16,60,38,28,0,0,0,20,723,1832
23,43,44,30.21,27.2,36,6.2,0,2.6,22,53,33,17,0,0,0,14,722,1834
33,52,52,30.03,27.03,42,11.4,0,11.5,13,61,42,30,0.001,0,0,21,720,1835
27,48,44,30.05,27.07,40,6.3,0,7.2,17,59,37,21,0,0,0,16,718,1836
31,52,50,30.01,27.04,42,7.1,0,10.9,13,63,41,30,0.02,0,0,25,717,1837
36,52,57,29.97,26.98,44,9.6,0,10.6,13,68,36,26,0,0,0,21,715,1839
40,55,58,29.7,26.75,48,10.9,0,13.3,10,63,47,30,0.11,0,0,21,713,1840
37,52,64,29.58,26.67,44,11.1,0,10,13,65,39,43,0.27,0,0,30,712,1841
33,46,65,29.79,26.83,39,6.7,0,3.7,19,53,38,16,0,0,0,13,710,1843
30,44,62,29.93,26.95,38,4.7,0,1.4,21,52,35,33,0.01,0,0,20,708,1844
34,45,64,30,27.01,41,9,0,2.1,20,53,37,28,0.001,0,0,23,706,1845
38,56,54,29.91,26.96,47,11.9,0,12.8,9,61,50,29,0.001,0,0,23,705,1846
42,55,69,29.75,26.79,47,10.8,0,11.6,10,62,47,32,0.02,0,0,24,703,1847
39,51,68,29.79,26.85,44,5.2,0,7.3,14,56,46,29,0.08,0,0,23,701,1849
39,48,74,29.75,26.78,44,12.3,0,4,17,54,42,43,0.19,0,0,32,659,1850
30,43,63,29.92,26.95,37,10.4,0,-1.2,22,49,37,40,0.11,0,0.001,28,657,1851
31,41,74,30.22,27.19,35,5.1,0,-3.5,24,45,36,26,0.08,0,0.001,21,656,1852
35,43,80,30.22,27.19,39,4,0,-1.7,22,50,35,16,0.07,0,0,13,654,1854
28,43,59,30.16,27.14,36,8.1,0,-2,22,51,35,28,0,0,0,21,652,1855
23,41,50,30.21,27.19,34,8.7,0,-4.2,24,53,28,31,0,0,0,25,650,1856
24,48,43,30.17,27.16,37,13.4,0,2.6,17,63,33,25,0,0,0,21,649,1857
31,54,48,29.95,26.97,42,11.5,0,8.4,11,70,38,30,0.1,0,0,24,647,1858
41,51,72,29.82,26.87,46,9.1,0,5.1,14,60,41,37,0.36,0,0,28,645,1900
30,45,59,29.95,26.98,38,12.8,0,-1.1,20,51,38,36,0.001,0,0,28,643,1901
30,46,57,30.24,27.22,39,7.4,0,-0.3,19,56,36,20,0,0,0,16,641,1902
28,49,47,30.06,27.07,40,12.3,0,2.5,16,57,40,35,0.04,0,0,25,640,1903
27,42,61,30.08,27.07,35,9,0,-4.6,23,50,33,43,0.001,0,0.001,30,638,1904
25,40,55,30.13,27.11,35,4.9,0,-6.8,25,52,27,17,0,0,0,14,636,1906
28,45,48,29.94,26.96,39,7.6,0,-2,20,53,36,24,0.001,0,0,20,634,1907
23,42,51,29.84,26.85,34,12.1,0,-5.2,23,55,28,36,0,0,0,29,632,1908
27,49,48,29.66,26.71,38,14.1,0,1.6,16,60,38,28,0,0,0,23,631,1909
31,49,53,29.91,26.94,41,4.9,0,1.4,16,64,34,26,0,0,0,17,629,1910
33,53,50,29.99,27.03,43,7.9,0,5.3,12,68,37,32,0,0,0,24,627,1912
31,53,46,30.17,27.19,44,7.1,0,5.1,12,66,40,22,0,0,0,16,625,1913
33,57,44,30.09,27.11,46,5.4,0,8.9,8,73,41,14,0,0,0,12,623,1914
37,59,44,29.99,27.04,48,5.7,0,10.8,6,74,44,17,0,0,0,13,622,1915
30,52,42,30.09,27.14,43,12.1,0,3.6,13,63,41,36,0,0,0,29,620,1916
26,47,45,30.42,27.41,38,8.2,0,-1.6,18,57,37,25,0,0,0,21,618,1917
30,54,44,30.39,27.37,43,4.4,0,5.2,11,71,36,20,0,0,0,14,616,1919
35,59,42,30.1,27.13,48,4.9,0,10.1,6,77,41,16,0,0,0,13,615,1920
36,63,39,29.84,26.9,49,4.3,0,13.9,2,78,47,18,0,0,0,16,613,1921
37,63,39,29.63,26.72,50,4.6,0,13.7,2,78,48,23,0,0,0,13,611,1922
38,62,42,29.67,26.77,50,7.4,0,12.5,3,75,49,21,0,0,0,16,609,1923
38,61,45,29.88,26.96,49,6.2,0,11.3,4,75,47,17,0,0,0,16,608,1925
42,61,58,29.96,27.03,50,10,0,11.1,4,70,51,28,0.02,0,0,22,606,1926
40,54,66,29.96,26.98,46,5,0,3.9,11,63,44,33,0.16,0,0,28,604,1927
36,49,64,29.83,26.88,42,8.7,0,-1.3,16,55,42,33,0.04,0,0,25,603,1928
34,48,60,30.1,27.12,41,12.9,0,-2.5,17,58,37,37,0.001,0,0,26,601,1929
32,50,53,30.27,27.27,42,6.2,0,-0.7,15,65,34,24,0,0,0,18,559,1931
31,57,40,30.25,27.26,45,6.9,0,6.1,8,70,44,21,0,0,0,16,558,1932
29,60,34,30.17,27.2,45,8.3,0,8.8,5,73,46,23,0,0,0,17,556,1933
33,62,38,29.98,27.03,48,6.4,0,10.6,3,77,46,20,0,0,0,16,554,1934
32,65,32,29.84,26.92,49,7.8,0,13.4,0,82,48,17,0,0,0,14,553,1935
35,70,31,29.7,26.8,52,7.4,5,18.1,0,87,52,29,0,0,0,20,551,1936
37,64,39,29.61,26.73,50,8.3,0,11.9,1,76,52,32,0.001,0,0,23,550,1938
44,51,82,29.83,26.88,47,14.7,0,-1.4,14,56,45,33,0.47,0,0,26,548,1939
40,50,68,29.87,26.9,45,8.6,0,-2.7,15,61,39,22,0,0,0,18,547,1940
32,54,49,29.71,26.77,43,20.2,0,1.1,11,63,44,45,0,0,0,36,545,1941
32,53,45,29.85,26.9,44,11.5,0,-0.2,12,65,41,26,0,0,0,22,544,1942
36,56,51,29.79,26.85,46,9.1,0,2.5,9,61,50,23,0,0,0,18,542,1944
36,56,51,29.79,26.85,46,11,0,2.2,9,69,42,38,0,0,0,29,541,1945
38,55,55,29.86,26.92,46,12.8,0,0.9,10,64,46,32,0,0,0,25,539,1946
36,56,51,30,27.04,46,16.1,0,1.6,9,69,43,38,0,0,0,31,538,1947
37,56,50,30.06,27.09,47,4.1,0,1.4,9,71,40,16,0,0,0,13,536,1948
31,62,35,30.07,27.12,47,6.8,0,7.1,3,76,48,24,0,0,0,17,535,1949
